benchmark,sae,seed,true_l0,sae_l0,dead_latents,shrinkage,explained_variance,mcc,uniqueness,precision,recall,f1,accuracy,sae_type,l0_target,k,widths,max_iterations,l1_coefficient
CORRELATED_PAIRS,Matryoshka_4,0,8.04901,6.01183,0.0,1.013685599577377,0.8597895519992262,0.8112185597419739,0.976851851851852,0.72802734375,0.8217006921768188,0.7632312774658203,0.9953942894935608,Matryoshka,,6.0,3-level,,
CORRELATED_PAIRS,Matryoshka_5,0,8.013,6.95816,0.0,0.9388960982702508,0.8636468826168894,0.8035775423049927,0.9783950617283952,0.6343061923980713,0.8349398374557495,0.7089178562164307,0.9944449663162231,Matryoshka,,7.0,3-level,,
CORRELATED_PAIRS,Matryoshka_6,0,8.04117,8.0214,0.0,0.9225875739407268,0.8654794750729214,0.7978619337081909,0.970679012345679,0.5626524090766907,0.8461130261421204,0.6608854532241821,0.9932098388671876,Matryoshka,,8.0,3-level,,
CORRELATED_PAIRS,Matryoshka_7,0,8.0517,9.05069,0.0,0.9270310680257424,0.8656682081563362,0.7937735915184021,0.9567901234567902,0.5317900776863098,0.8407732248306274,0.6330023407936096,0.991339385509491,Matryoshka,,9.0,3-level,,
CORRELATED_PAIRS,Matryoshka_8,0,8.02751,10.05447,0.0,0.9522792514717404,0.8659985144127165,0.7815667390823364,0.9444444444444444,0.5039541721343994,0.8260598182678223,0.6050847172737122,0.989466428756714,Matryoshka,,10.0,3-level,,
CORRELATED_PAIRS,Matryoshka_9,0,8.04412,10.98487,0.0,0.9643287034712668,0.8675596370760306,0.7762643098831177,0.9367283950617284,0.4747729003429413,0.8259936571121216,0.5805129408836365,0.9881979823112488,Matryoshka,,11.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_0,0,8.06071,2.00634,0.001543209876543209,0.6476978515625,0.6344839122056298,0.9302905201911926,0.992283950617284,0.9799088835716248,0.4660530686378479,0.6245740056037903,0.995018482208252,Matryoshka,,2.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_1,0,8.04908,3.01007,0.0,0.7577703125,0.7150928412499138,0.9422878623008728,0.992283950617284,0.9631386995315552,0.614456295967102,0.7455533146858215,0.9958868026733398,Matryoshka,,3.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_2,0,8.06111,3.99469,0.0,0.811096328125,0.7507435159143755,0.9281111359596252,0.9938271604938272,0.8573968410491943,0.700006365776062,0.7636128664016724,0.9960815906524658,Matryoshka,,4.0,3-level,,
DAG_RANDOM_WALK,Matryoshka_3,0,8.0503,4.99905,0.0,0.829238828125,0.7655441657595279,0.913527250289917,0.992283950617284,0.7194141745567322,0.7396827340126038,0.7171955704689026,0.9955283999443054,Matryoshka,,5.0,3-level,,
