benchmark,sae,seed,true_l0,sae_l0,dead_latents,shrinkage,explained_variance,mcc,uniqueness,precision,recall,f1_score,accuracy,sae_type,l1_coefficient
POWER_LAW_DIGRAPH,Standard_15,0,7.9293,2.66408,0,0.28046343299168636,0.37212833722463523,0.9114787578582764,0.970679012345679,0.9728775024414062,0.5765084624290466,0.7197827100753784,0.9968175292015076,Standard,1.1
POWER_LAW_DIGRAPH,Standard_2,0,7.9785,11.18575,0,0.6460321908930717,0.6995049110589306,0.933743417263031,1.0,0.39509761333465576,0.850274920463562,0.5330487489700317,0.9883313775062561,Standard,0.26
POWER_LAW_DIGRAPH,Standard_3,0,7.97173,10.05036,0,0.6333662457106782,0.6934181430350772,0.9343889355659485,1.0,0.4353255331516266,0.8453267216682434,0.5675778985023499,0.9899854063987732,Standard,0.28
POWER_LAW_DIGRAPH,Standard_4,0,7.96434,9.16206,0,0.6332642128799609,0.6853942238732269,0.9353554844856262,1.0,0.472598135471344,0.8393975496292114,0.5973854064941406,0.9912500381469727,Standard,0.3
POWER_LAW_DIGRAPH,Standard_5,0,7.97451,8.23162,0,0.6102191248307216,0.675673401054363,0.9367385506629944,1.0,0.5214698910713196,0.8314333558082581,0.6337844729423523,0.9925707578659058,Standard,0.33
POWER_LAW_DIGRAPH,Standard_6,0,7.95073,7.41178,0,0.6001983887101536,0.663852278891689,0.9433582425117493,1.0,0.5710592865943909,0.825337827205658,0.6686382293701172,0.9937170743942261,Standard,0.36
POWER_LAW_DIGRAPH,Standard_7,0,7.96427,6.61,0,0.5793200664194613,0.6530329698699464,0.9454644322395325,1.0,0.6334220767021179,0.8155238628387451,0.7067092061042786,0.9948094487190247,Standard,0.4
POWER_LAW_DIGRAPH,Standard_8,0,7.94693,5.89114,0,0.5536666821613416,0.6351640458253719,0.9448203444480896,1.0,0.6908061504364014,0.8034765124320984,0.7366119623184204,0.9956654906272888,Standard,0.45
POWER_LAW_DIGRAPH,Standard_9,0,7.96405,5.30619,0,0.5282733622841425,0.6144426202556217,0.9526879787445068,1.0,0.7529163360595703,0.7939562201499939,0.7673189043998718,0.996385931968689,Standard,0.5
SIMPLICIAL_COMPLEX,Standard_0,0,8.0,15.08809,0,0.8348109375,0.8350221250626073,0.7831655740737915,0.9969135802469136,0.31247469782829285,0.8645154237747192,0.44545745849609375,0.9825847148895264,Standard,0.045
SIMPLICIAL_COMPLEX,Standard_1,0,8.0,11.13234,0,0.81638125,0.8203361987364222,0.794049859046936,0.9891975308641975,0.4118865132331848,0.8415910005569458,0.5387014150619507,0.9884060621261597,Standard,0.055
SIMPLICIAL_COMPLEX,Standard_10,0,8.0,3.09103,0,0.6794403125,0.6990675955114716,0.477398544549942,0.8364197530864198,0.4774664342403412,0.3400750160217285,0.3854689300060272,0.9925702214241028,Standard,0.16
SIMPLICIAL_COMPLEX,Standard_11,0,8.0,2.64627,0,0.657135625,0.6813050980020401,0.47625431418418884,0.8487654320987654,0.5202889442443848,0.32618045806884766,0.38758134841918945,0.9929534792900085,Standard,0.18
